ParticipantID,Year_month,Education,Food,Recreation,Shelter,Wage,RentAdjustment,Cost_of_living,Total_Income,Total_Savings,HouseholdSize,HaveKids,age,EducationLevel,InterestGroup,Joviality,Age_Category
100,2022-12-01,0,316,316,597,3956,0,1229,3956,2727,2,FALSE,29,Low,F,0.142686163,21-30
100,2023-01-01,0,320,191,597,3612,0,1108,3612,2504,2,FALSE,29,Low,F,0.142686163,21-30
100,2023-02-01,0,288,158,597,3440,0,1043,3440,2397,2,FALSE,29,Low,F,0.142686163,21-30
1000,2022-03-01,0,501,1072,517,5254,0,2090,5254,3164,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-04-01,0,490,700,517,2121,0,1707,2121,414,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-05-01,0,502,519,517,2222,0,1538,2222,684,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-06-01,0,471,365,517,2222,0,1353,2222,869,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-07-01,0,506,431,517,2121,0,1454,2121,667,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-08-01,0,498,373,517,2323,0,1388,2323,935,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-09-01,0,477,536,517,2222,0,1530,2222,692,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-10-01,0,503,618,517,2121,0,1638,2121,483,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-11-01,0,481,438,517,2222,0,1436,2222,786,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2022-12-01,0,509,613,517,2222,0,1639,2222,583,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2023-01-01,0,505,473,517,2222,0,1495,2222,727,1,FALSE,56,Graduate,B,0.983012498,51 and above
1000,2023-02-01,0,444,336,517,2020,0,1297,2020,723,1,FALSE,56,Graduate,B,0.983012498,51 and above
1001,2022-03-01,0,262,48,455,7517,0,765,7517,6752,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-04-01,0,252,64,455,3423,0,771,3423,2652,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-05-01,0,267,44,455,3586,0,766,3586,2820,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-06-01,0,257,56,455,3586,0,768,3586,2818,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-07-01,0,272,0,455,3423,0,727,3423,2696,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-08-01,0,260,0,455,3749,0,715,3749,3034,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-09-01,0,264,0,455,3586,0,719,3586,2867,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-10-01,0,271,0,455,3423,0,726,3423,2697,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-11-01,0,252,0,455,3586,0,707,3586,2879,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2022-12-01,0,267,0,455,3586,0,722,3586,2864,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2023-01-01,0,269,0,455,3586,0,724,3586,2862,1,FALSE,49,Graduate,C,0.043433461,41-50
1001,2023-02-01,0,244,0,455,3260,0,699,3260,2561,1,FALSE,49,Graduate,C,0.043433461,41-50
1002,2022-03-01,0,262,744,456,4436,0,1462,4436,2974,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-04-01,0,266,299,456,2058,0,1021,2058,1037,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-05-01,0,272,304,456,2156,0,1032,2156,1124,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-06-01,0,256,287,456,2156,0,999,2156,1157,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-07-01,0,270,337,456,2058,0,1063,2058,995,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-08-01,0,268,139,456,2254,0,863,2254,1391,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-09-01,0,258,294,456,2156,0,1008,2156,1148,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-10-01,0,272,266,456,2058,0,994,2058,1064,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-11-01,0,268,180,456,2156,0,904,2156,1252,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2022-12-01,0,268,171,456,2156,0,895,2156,1261,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2023-01-01,0,270,249,456,2156,0,975,2156,1181,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1002,2023-02-01,0,244,221,456,1960,0,921,1960,1039,1,FALSE,51,HighSchoolOrCollege,G,0.323610205,51 and above
1003,2022-03-01,0,482,784,472,4282,0,1738,4282,2544,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-04-01,0,462,549,472,1680,0,1483,1680,197,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-05-01,0,469,306,472,1760,0,1247,1760,513,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-06-01,0,456,306,472,1760,0,1234,1760,526,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-07-01,0,460,215,472,1680,0,1147,1680,533,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-08-01,0,461,256,472,1840,0,1189,1840,651,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-09-01,0,449,419,472,1760,0,1340,1760,420,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-10-01,0,460,320,472,1680,0,1252,1680,428,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-11-01,0,452,95,472,1760,0,1019,1760,741,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2022-12-01,0,468,254,472,1760,0,1194,1760,566,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2023-01-01,0,454,192,472,1760,0,1118,1760,642,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1003,2023-02-01,0,414,181,472,1600,0,1067,1600,533,1,FALSE,48,HighSchoolOrCollege,F,0.336785107,41-50
1004,2022-03-01,0,270,288,465,4712,0,1023,4712,3689,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-04-01,0,262,247,465,2037,0,974,2037,1063,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-05-01,0,272,193,465,2134,0,930,2134,1204,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-06-01,0,262,160,465,2134,0,887,2134,1247,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-07-01,0,270,250,465,2037,0,985,2037,1052,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-08-01,0,278,200,465,2231,0,943,2231,1288,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-09-01,0,262,210,465,2134,0,937,2134,1197,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-10-01,0,266,283,465,2037,0,1014,2037,1023,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-11-01,0,262,338,465,2134,0,1065,2134,1069,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2022-12-01,0,270,334,465,2134,0,1069,2134,1065,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2023-01-01,0,272,180,465,2134,0,917,2134,1217,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1004,2023-02-01,0,236,322,465,1940,0,1023,1940,917,1,FALSE,41,HighSchoolOrCollege,B,0.070626542,41-50
1005,2022-03-01,0,462,683,472,5160,0,1617,5160,3543,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-04-01,0,433,182,472,2541,0,1087,2541,1454,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-05-01,0,452,391,472,2662,0,1315,2662,1347,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-06-01,0,430,288,472,2662,0,1190,2662,1472,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-07-01,0,445,311,472,2541,0,1228,2541,1313,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-08-01,0,451,221,472,2783,0,1144,2783,1639,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-09-01,0,437,320,472,2662,0,1229,2662,1433,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-10-01,0,455,256,472,2541,0,1183,2541,1358,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-11-01,0,436,245,472,2662,0,1153,2662,1509,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2022-12-01,0,449,352,472,2662,0,1273,2662,1389,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2023-01-01,0,447,374,472,2662,0,1293,2662,1369,1,FALSE,47,Bachelors,F,0.356881322,41-50
1005,2023-02-01,0,406,322,472,2420,0,1200,2420,1220,1,FALSE,47,Bachelors,F,0.356881322,41-50
1006,2022-03-01,0,475,830,472,4240,0,1777,4240,2463,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-04-01,0,457,472,472,1680,0,1401,1680,279,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-05-01,0,458,387,472,1760,0,1317,1760,443,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-06-01,0,454,243,472,1760,0,1169,1760,591,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-07-01,0,464,350,472,1680,0,1286,1680,394,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-08-01,0,457,329,472,1840,0,1258,1840,582,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-09-01,0,452,235,472,1760,0,1159,1760,601,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-10-01,0,473,236,472,1680,0,1181,1680,499,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-11-01,0,454,257,472,1760,0,1183,1760,577,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2022-12-01,0,471,326,472,1760,0,1269,1760,491,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2023-01-01,0,468,369,472,1760,0,1309,1760,451,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1006,2023-02-01,0,430,161,472,1600,0,1063,1600,537,1,FALSE,19,HighSchoolOrCollege,J,0.639268458,20 & Below
1007,2022-03-01,0,483,1345,506,4214,0,2334,4214,1880,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-04-01,0,436,547,506,1680,0,1489,1680,191,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-05-01,0,442,540,506,1760,0,1488,1760,272,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-06-01,0,416,470,506,1760,0,1392,1760,368,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-07-01,0,451,711,506,1680,0,1668,1680,12,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-08-01,0,444,471,506,1840,0,1421,1840,419,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-09-01,0,441,576,506,1760,0,1523,1760,237,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-10-01,0,461,753,506,1680,0,1720,1680,-40,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-11-01,0,437,741,506,1760,0,1684,1760,76,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2022-12-01,0,458,809,506,1760,0,1773,1760,-13,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2023-01-01,0,447,689,506,1760,0,1642,1760,118,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1007,2023-02-01,0,407,509,506,1600,0,1422,1600,178,1,FALSE,40,HighSchoolOrCollege,B,0.934347783,31-40
1008,2022-03-01,0,292,625,465,7384,0,1382,7384,6002,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-04-01,0,283,420,465,3444,0,1168,3444,2276,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-05-01,0,288,575,465,3608,0,1328,3608,2280,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-06-01,0,282,242,465,3608,0,989,3608,2619,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-07-01,0,299,82,465,3444,0,846,3444,2598,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-08-01,0,299,55,465,3772,0,819,3772,2953,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-09-01,0,282,54,465,3608,0,801,3608,2807,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-10-01,0,301,96,465,3444,0,862,3444,2582,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-11-01,0,290,91,465,3608,0,846,3608,2762,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2022-12-01,0,298,70,465,3608,0,833,3608,2775,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2023-01-01,0,292,86,465,3608,0,843,3608,2765,1,FALSE,23,Graduate,C,0.163721028,21-30
1008,2023-02-01,0,272,94,465,3280,0,831,3280,2449,1,FALSE,23,Graduate,C,0.163721028,21-30
1009,2022-03-01,0,560,737,465,3880,0,1762,3880,2118,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-04-01,0,525,587,465,1701,0,1577,1701,124,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-05-01,0,543,402,465,1782,0,1410,1782,372,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-06-01,0,513,415,465,1782,0,1393,1782,389,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-07-01,0,544,426,465,1701,0,1435,1701,266,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-08-01,0,527,626,465,1863,0,1618,1863,245,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-09-01,0,522,423,465,1782,0,1410,1782,372,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-10-01,0,546,468,465,1701,0,1479,1701,222,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-11-01,0,536,395,465,1782,0,1396,1782,386,1,FALSE,39,Low,B,0.828330134,31-40
1009,2022-12-01,0,533,508,465,1782,0,1506,1782,276,1,FALSE,39,Low,B,0.828330134,31-40
1009,2023-01-01,0,536,382,465,1782,0,1383,1782,399,1,FALSE,39,Low,B,0.828330134,31-40
1009,2023-02-01,0,494,332,465,1620,0,1291,1620,329,1,FALSE,39,Low,B,0.828330134,31-40
101,2022-03-01,0,276,0,601,7738,0,877,7738,6861,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-04-01,0,270,0,601,5145,0,871,5145,4274,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-05-01,0,278,0,601,5390,0,879,5390,4511,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-06-01,0,262,0,601,5390,0,863,5390,4527,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-07-01,0,284,0,601,5145,0,885,5145,4260,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-08-01,0,276,0,601,5635,0,877,5635,4758,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-09-01,0,262,0,601,5390,0,863,5390,4527,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-10-01,0,284,0,601,5145,0,885,5145,4260,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-11-01,0,264,0,601,5390,0,865,5390,4525,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2022-12-01,0,270,0,601,5390,0,871,5390,4519,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2023-01-01,0,274,0,601,5390,0,875,5390,4515,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
101,2023-02-01,0,244,0,601,4900,0,845,4900,4055,2,FALSE,38,HighSchoolOrCollege,A,0.020504586000000002,31-40
1010,2022-03-01,0,285,563,465,4503,0,1313,4503,3190,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-04-01,0,285,411,465,2016,0,1161,2016,855,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-05-01,0,290,715,465,2112,0,1470,2112,642,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-06-01,0,286,551,465,2112,0,1302,2112,810,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-07-01,0,301,358,465,2016,0,1124,2016,892,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-08-01,0,293,425,465,2208,0,1183,2208,1025,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-09-01,0,284,284,465,2112,0,1033,2112,1079,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-10-01,0,297,688,465,2016,0,1450,2016,566,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-11-01,0,286,199,465,2112,0,950,2112,1162,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2022-12-01,0,298,457,465,2112,0,1220,2112,892,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2023-01-01,0,294,419,465,2112,0,1178,2112,934,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
1010,2023-02-01,0,264,942,465,1920,0,1671,1920,249,1,FALSE,52,HighSchoolOrCollege,D,0.17538799,51 and above
102,2022-03-01,0,307,1002,602,14151,0,1911,14151,12240,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-04-01,0,297,899,602,10143,0,1798,10143,8345,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-05-01,0,309,468,602,10626,0,1379,10626,9247,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-06-01,0,291,506,602,10626,0,1399,10626,9227,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-07-01,0,304,728,602,10143,0,1634,10143,8509,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-08-01,0,315,227,602,11109,0,1144,11109,9965,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-09-01,0,300,334,602,10626,0,1236,10626,9390,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-10-01,0,313,456,602,10143,0,1371,10143,8772,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-11-01,0,299,430,602,10626,0,1331,10626,9295,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2022-12-01,0,310,290,602,10626,0,1202,10626,9424,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2023-01-01,0,303,645,602,10626,0,1550,10626,9076,2,FALSE,56,Bachelors,A,0.265501227,51 and above
102,2023-02-01,0,284,500,602,9660,0,1386,9660,8274,2,FALSE,56,Bachelors,A,0.265501227,51 and above
103,2022-03-01,0,281,475,602,13725,0,1358,13725,12367,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-04-01,0,277,552,602,9681,0,1431,9681,8250,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-05-01,0,285,143,602,10142,0,1030,10142,9112,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-06-01,0,285,165,602,10142,0,1052,10142,9090,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-07-01,0,291,226,602,9681,0,1119,9681,8562,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-08-01,0,285,341,602,10603,0,1228,10603,9375,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-09-01,0,275,179,602,10142,0,1056,10142,9086,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-10-01,0,289,524,602,9681,0,1415,9681,8266,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-11-01,0,275,160,602,10142,0,1037,10142,9105,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2022-12-01,0,290,291,602,10142,0,1183,10142,8959,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2023-01-01,0,288,202,602,10142,0,1092,10142,9050,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
103,2023-02-01,0,263,161,602,9220,0,1026,9220,8194,2,FALSE,18,Bachelors,J,0.194724115,20 & Below
104,2022-03-01,0,308,821,629,4687,0,1758,4687,2929,2,FALSE,47,HighSchoolOrCollege,F,0.991414933,41-50
104,2022-04-01,0,282,464,629,2016,0,1375,2016,641,2,FALSE,47,HighSchoolOrCollege,F,0.991414933,41-50
104,2022-05-01,0,306,557,629,2112,0,1492,2112,620,2,FALSE,47,HighSchoolOrCollege,F,0.991414933,41-50
104,2022-06-01,0,296,511,629,2112,0,1436,2112,676,2,FALSE,47,HighSchoolOrCollege,F,0.991414933,41-50
104,2022-07-01,0,320,539,629,2016,0,1488,2016,528,2,FALSE,47,HighSchoolOrCollege,F,0.991414933,41-50
104,2022-08-01,0,298,502,629,2208,0,1429,2208,779,2,FALSE,47,HighSchoolOrCollege,F,0.991414933,41-50
104,2022-09-01,0,301,566,629,2112,0,1496,2112,616,2,FALSE,47,HighSchoolOrCollege,F,0.991414933,41-50
